time stamp,pos x,pos y,pos z,rot x,rot y,rot z
0.021111194232146052,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.05839818433318931,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.09327166195010103,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.12907555787409514,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.16607525892281397,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.20425682731055064,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.2415290262920683,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.2771505932234486,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.3122075376113992,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.3481374424959673,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.3846791877286046,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.4192946740876368,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.45644996633598084,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.49334186287892645,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.5333999123341723,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.5734443084483176,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.6115991390430657,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.6488932402592655,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.6842784337228422,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.7236779939145921,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.7625194737888561,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.800976100110848,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.8364693825248042,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
0.8745127108338977,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.9106971936410702,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.9467866719497511,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
0.9810579803352065,0.0,0.0,0.0,0.0,-0.0,-6.93889390391e-18
1.0164630849212215,0.00114478249903,-0.001504690723,-0.0105106558851,-0.066721216281,-0.0223445858306,0.0122401075314
